no_keluarga,jumlah_indikator,kecamatan,kelurahan,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,jenis_kelamin,status_kawin,umur,ijazah_tertinggi,status_pekerjaan,jenis_lantai,jenis_dinding,jenis_atap,sumber_penerangan,daya_listrik,fasilitas_bab,sumber_air,bahan_bakar,bantuan_sembako,bantuan_pkh,bantuan_blt,subsidi_listrik,subsidi_lpg,bantuan_pemda,bantuan_non_pemerintah,jenis_disabilitas,butuh_pangan,butuh_sandang,butuh_kesehatan,butuh_pendidikan,butuh_dokumen,status_keluarga
2224,1,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,27,3,4,2,1,3,1,2,1,3,5,2,2,2,1,2,2,2,0,1,2,0,0,0,1
2225,1,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,3187160574,3,,2,1,3,1,2,1,2,4,1,2,2,2,2,2,2,0,1,1,0,0,0,1
2225,1,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,2747886652,2,,2,1,3,1,2,1,2,4,1,2,2,2,2,2,2,0,2,2,0,0,0,1
2225,2,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,688952772,,,2,1,3,1,2,1,2,4,1,2,2,2,2,2,2,0,2,2,0,0,0,1
2225,2,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,501841478,,,2,1,3,1,2,1,2,4,1,2,2,2,2,2,2,0,2,2,0,0,0,1
2225,2,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,127618891,,,2,1,3,1,2,1,2,4,1,2,2,2,2,2,2,0,2,2,0,0,0,1
2226,2,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,4,6614774537,1,,2,1,3,1,2,1,2,5,2,2,2,1,2,2,2,0,1,2,0,0,0,1
2226,2,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,3453752772,3,4,2,1,3,1,2,1,2,5,2,2,2,1,2,2,2,0,1,2,0,0,0,1
2226,2,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,2143264065,4,4,2,1,3,1,2,1,2,5,2,2,2,1,2,2,2,0,1,2,0,0,0,1
2227,3,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,2,6514004106,2,2,5,5,3,1,2,1,2,4,1,1,1,2,2,2,2,0,1,1,0,3,0,2
2227,3,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,2,6297797125,2,,5,5,3,1,2,1,2,4,1,1,1,2,2,2,2,0,1,1,0,0,0,2
2227,3,bontang_utara,lok tuan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,1,2676211909,3,,5,5,3,1,2,1,2,4,1,1,1,2,2,2,2,0,1,1,0,0,0,2
2228,0,bontang_utara,lok tuan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,3310166735,8,1,5,3,3,1,2,1,2,4,1,2,2,2,2,2,2,0,1,1,0,0,0,4
2228,0,bontang_utara,lok tuan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,2467574537,3,,5,3,3,1,2,1,2,4,1,2,2,2,2,2,2,0,1,1,0,0,0,4
2228,0,bontang_utara,lok tuan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,681856262,,,5,3,3,1,2,1,2,4,1,2,2,2,2,2,2,0,1,1,0,1,0,4
2228,0,bontang_utara,lok tuan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,293204106,,,5,3,3,1,2,1,2,4,1,2,2,2,2,2,2,0,1,1,0,0,0,4
2229,4,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,4,5801041478,1,,7,5,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,2,0,0,0,3
2230,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,2,4786004106,2,3,6,1,3,1,2,1,3,4,1,1,2,2,2,1,2,0,2,2,0,2,0,3
2230,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,2,3950508418,2,3,6,1,3,1,2,1,3,4,1,1,2,2,2,1,2,0,2,2,0,0,0,3
2230,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,2186789322,3,4,6,1,3,1,2,1,3,4,1,1,2,2,2,1,2,0,2,2,0,0,0,3
2230,3,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,1545974537,,,6,1,3,1,2,1,3,4,1,1,2,2,2,1,2,0,1,2,0,2,0,3
2230,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,926449281,,,6,1,3,1,2,1,3,4,1,1,2,2,2,1,2,0,1,2,0,2,0,3
2230,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,,,,,,6,1,3,1,2,1,3,4,1,1,2,2,2,1,2,,,,,,,3
2231,4,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,3,4483456262,3,7,6,5,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,2
2232,4,bontang_utara,bontang_baru,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,4,6499574537,3,,9,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,1,2,0,0,0,2
2233,2,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,5067025872,3,1,5,3,3,1,2,1,2,4,2,2,2,1,2,2,2,0,1,2,0,0,0,2
2233,2,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,4656374537,2,,5,3,3,1,2,1,2,4,2,2,2,1,2,2,2,0,1,2,0,0,0,2
2233,2,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,2006774537,3,,5,3,3,1,2,1,2,4,2,2,2,1,2,2,2,0,1,2,0,0,0,2
2233,2,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,1545974537,,,5,3,3,1,2,1,2,4,2,2,2,1,2,2,2,0,1,2,0,"1,4",0,2
2234,5,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,3259308418,2,7,7,5,3,1,2,1,11,4,2,2,2,2,2,2,2,0,2,2,0,0,0,3
2235,2,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,3144344969,1,1,5,3,3,1,1,1,2,4,2,2,2,1,2,2,2,0,1,2,0,0,0,2
2235,2,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,2395190143,2,,5,3,3,1,1,1,2,4,2,2,2,1,2,2,2,0,1,2,0,0,0,2
2235,2,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,574225872,,,5,3,3,1,1,1,2,4,2,2,2,1,2,2,2,0,1,2,0,"1,4",0,2
2236,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,3691249281,3,4,5,3,3,1,3,1,2,5,1,1,2,1,2,2,2,0,1,1,0,0,0,2
2236,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,3540093634,3,,5,3,3,1,3,1,2,5,1,1,2,1,2,2,2,0,1,1,0,0,0,2
2236,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,1272049281,,,5,3,3,1,3,1,2,5,1,1,2,1,2,2,2,0,1,1,0,4,0,2
2236,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,1006166735,,,5,3,3,1,3,1,2,5,1,1,2,1,2,2,2,0,1,1,0,0,0,2
2236,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,566892813,,,5,3,3,1,3,1,2,5,1,1,2,1,2,2,2,0,1,1,0,0,0,2
2237,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,2273366735,3,4,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,1,2,0,0,0,2
2237,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,2215648459,4,,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
2237,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,19515400,8,,2,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,2
2238,1,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,3151678028,2,1,5,3,3,1,2,1,2,4,2,2,2,1,2,2,2,0,1,2,0,0,0,3
2238,1,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,1322907597,1,,5,3,3,1,2,1,2,4,2,2,2,1,2,2,2,0,1,1,0,0,0,3
2238,1,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,1106464065,,,5,3,3,1,2,1,2,4,2,2,2,1,2,2,2,0,1,1,0,"1,4",0,3
2239,2,bontang_barat,kanaan,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,,,,,,6,3,3,1,2,1,2,5,2,1,1,1,2,2,2,,,,,,,3
2239,2,bontang_barat,kanaan,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,2,3900123203,2,,6,3,3,1,2,1,2,5,2,1,1,1,2,2,2,0,2,1,0,0,0,3
2239,2,bontang_barat,kanaan,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,,,,,,6,3,3,1,2,1,2,5,2,1,1,1,2,2,2,,,,,,,3
2239,2,bontang_barat,kanaan,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,,,,,,6,3,3,1,2,1,2,5,2,1,1,1,2,2,2,,,,,,,3
2239,2,bontang_barat,kanaan,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,,,,,,6,3,3,1,2,1,2,5,2,1,1,1,2,2,2,,,,,,,3
2239,3,bontang_barat,kanaan,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,1769278028,3,,6,3,3,1,2,1,2,5,2,1,1,1,2,2,2,0,2,2,0,0,0,3
2239,2,bontang_barat,kanaan,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,1538641478,3,,6,3,3,1,2,1,2,5,2,1,1,1,2,2,2,0,2,2,0,0,0,3
2239,2,bontang_barat,kanaan,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,530700616,,,6,3,3,1,2,1,2,5,2,1,1,1,2,2,2,0,1,1,0,0,0,3
2240,2,bontang_selatan,berbas_tengah,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,5786611909,8,,2,1,3,1,3,1,2,5,2,2,2,2,2,1,2,0,2,2,0,0,0,4
2240,2,bontang_selatan,berbas_tengah,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,6391471047,,,2,1,3,1,3,1,2,5,2,2,2,2,2,1,2,0,2,2,0,0,0,4
2241,4,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,2,4951589322,2,,6,1,3,1,2,1,2,5,1,1,2,2,2,2,2,0,2,2,0,0,0,3
2241,4,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,2,4022892813,3,4,6,1,3,1,2,1,2,5,1,1,2,2,2,2,2,0,2,2,0,0,0,3
2241,4,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,1473826694,,,6,1,3,1,2,1,2,5,1,1,2,2,2,2,2,0,2,2,0,0,0,3
2242,2,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,3914789322,3,4,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,2
2242,2,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,3604908418,3,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,2
2242,2,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,1459397125,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,2
2242,2,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,1128226694,,,2,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,2,2,0,0,0,2
2243,3,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,2,4929826694,2,1,6,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
2243,3,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,2,4721425872,3,1,6,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
2243,3,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,2308849281,3,,6,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
2243,3,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,1769278028,3,,6,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
2243,3,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,1502685831,,,6,1,3,1,2,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
2244,5,bontang_utara,bontang_baru,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,4,4865248459,3,,7,5,3,1,2,1,2,4,1,1,2,2,2,2,2,0,1,2,0,0,0,1
2244,5,bontang_utara,bontang_baru,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,2028537166,3,,7,5,3,1,2,1,2,4,1,1,2,2,2,2,2,4,2,2,0,0,0,1
2244,4,bontang_utara,bontang_baru,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,1,26848459,,,7,5,3,1,2,1,2,4,1,1,2,2,2,2,2,1,2,2,0,0,0,1
2244,4,bontang_utara,bontang_baru,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,1308241478,,,7,5,3,1,2,1,2,4,1,1,2,2,2,2,2,0,2,2,0,0,0,1
2245,3,bontang_selatan,tanjung_laut,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,5146033675,1,7,2,1,3,1,1,1,4,4,1,2,2,2,2,2,2,0,1,1,0,0,0,4
2245,3,bontang_selatan,tanjung_laut,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,3050907597,2,,2,1,3,1,1,1,4,4,1,2,2,2,2,2,2,0,1,1,0,0,0,4
2246,3,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,3569189322,3,4,5,3,3,1,1,1,2,4,1,1,2,1,2,2,2,0,1,2,0,0,0,2
2246,3,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,3396507597,3,,5,3,3,1,1,1,2,4,1,1,2,1,2,2,2,0,1,1,0,0,0,2
2246,3,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,1502685831,,,5,3,3,1,1,1,2,4,1,1,2,1,2,2,2,0,1,2,0,"1,4",0,2
2246,3,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,905396303,,,5,3,3,1,1,1,2,4,1,1,2,1,2,2,2,0,1,2,0,"1,4",0,2
2246,3,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,905396303,,,5,3,3,1,1,1,2,4,1,1,2,1,2,2,2,0,1,2,0,"1,4",0,2
2246,3,bontang_utara,lok tuan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,120285831,,,5,3,3,1,1,1,2,4,1,1,2,1,2,2,2,0,1,2,0,0,0,2
2247,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,3,5239707597,2,1,7,5,3,1,1,1,2,4,1,2,2,1,1,2,2,0,1,1,0,0,0,4
2247,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,,,,,,7,5,3,1,1,1,2,4,1,2,2,1,1,2,2,,,,,,,4
2247,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,,,,,,7,5,3,1,1,1,2,4,1,2,2,1,1,2,2,,,,,,,4
2247,4,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,1,1639411909,8,,7,5,3,1,1,1,2,4,1,2,2,1,1,2,2,0,1,1,0,0,0,4
2248,3,bontang_selatan,satimpo,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,4,6096492813,1,,5,5,3,1,2,1,3,4,2,2,1,2,2,2,2,0,1,1,0,0,0,3
2248,3,bontang_selatan,satimpo,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,1,1898671047,3,2,5,5,3,1,2,1,3,4,2,2,1,2,2,2,2,0,1,1,0,0,0,3
2249,1,bontang_utara,lok tuan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,2302225872,3,3,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
2249,0,bontang_utara,lok tuan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,2474907597,3,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
2249,1,bontang_utara,lok tuan,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,401307597,,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,1,1,0,2,0,4
2249,0,bontang_utara,lok tuan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,286107597,,,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0,1,1,0,0,0,4
2250,1,bontang_barat,belimbing,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,5,5210848459,1,2,2,1,2,1,2,1,2,5,1,1,1,1,2,2,2,0,2,2,0,0,0,5
2250,1,bontang_barat,belimbing,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,2186789322,3,2,2,1,2,1,2,1,2,5,1,1,1,1,2,2,2,0,2,2,0,0,0,5
2251,0,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,5405292813,3,7,2,1,3,1,4,1,11,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
2251,0,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,5138937166,2,,2,1,3,1,4,1,11,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
2251,0,bontang_barat,gunung_telihan,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,1711323203,,,2,1,3,1,4,1,11,4,2,2,2,2,2,2,2,0,2,2,0,0,0,4
2252,3,bontang_barat,gunung_telihan,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,5685841478,1,,2,1,3,1,2,1,3,5,2,2,2,2,2,2,2,0,1,1,0,0,0,3
2252,3,bontang_barat,gunung_telihan,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,5577974537,1,,2,1,3,1,2,1,3,5,2,2,2,2,2,2,2,1,1,1,1,0,0,3
2253,2,bontang_selatan,berbas_tengah,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,5433915400,1,3,5,3,3,1,1,1,2,5,2,2,2,1,2,2,2,0,2,2,0,0,0,4
2253,1,bontang_selatan,berbas_tengah,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,4929826694,8,4,5,3,3,1,1,1,2,5,2,2,2,1,2,2,2,0,2,2,0,0,0,4
2254,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,5131604106,1,4,1,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,1,2,0,0,0,3
2254,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,4634848459,1,,1,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,2,2,0,0,0,3
2254,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,1970582340,3,4,1,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,1,2,0,0,0,3
2254,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,1653841478,3,4,1,1,3,1,2,1,2,5,2,2,2,2,2,2,2,0,1,2,0,0,0,3
2255,5,bontang_utara,lok tuan,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,5196182340,3,,5,3,3,1,1,1,2,4,2,1,2,1,2,2,2,0,1,1,0,0,0,4
2255,5,bontang_utara,lok tuan,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,2834464065,3,,5,3,3,1,1,1,2,4,2,1,2,1,2,2,2,0,1,1,0,0,0,4
2255,4,bontang_utara,lok tuan,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,2726833675,3,1,5,3,3,1,1,1,2,4,2,1,2,1,2,2,2,0,1,1,0,0,0,4
